label,text
0,菜挺好，就是送得速度太慢，面坨了，菜凉了，全家饿得去煮面条。
1,态度好，菜味佳
0,等了五十分钟，受不了的龟速
1,每种口味都喜欢
1,师傅服务好送货快，性价比超高
0,送餐太慢了！！！
0,小炒肉做的太差劲了！什么啊垃圾！这家菜没法吃全是芹菜太难吃了！大家不要再这家定了！米饭软
1,送餐小哥服务很好，大虾也很好吃
0,点的抹茶星冰乐，系统自动变成别的。客服沟通无效，自己出现bug居然无法更改
0,肉，豆腐，蔬菜都不新鲜、味道差极，关门少骗人吧
1,凉面味道确实不错，豆浆好喝。速度快。
1,很有创意的煎饼
1,还不错⊙▽⊙
0,糖醋里脊做成了番茄里脊，呵呵
0,送餐慢不说，汤凉了还怎么喝，送到汤都洒了一半，就是不能上图，要不让他们看看！
0,太难吃了，没味道，肉都没熟，速度还慢的要死。
1,菜品很不错，没有油腻感
0,饭菜味道不错，就是不能网上支付，只好退货，囧。
1,速度很快，下雨天师傅辛苦，味道很不错
0,你们加的香嫩牛肉小份的和大份的没有多少区别啊？大份50元才那么点！你们坑爹吗！
1,今天很冷，送来的pizza还是热的！谢谢送餐的大哥
0,土豆都是生的好吗，老板！或者你们用的土豆太水了，吃起来跟生的一样。选淀粉含量高的土豆增加不了多少成本。或者你们挑菜的时候太不认真了。
0,米线里没有放牛肉
0,越来越小了，性价比不高，而且少送饮料，包装也开始糊弄了，不会在吃了
0,"还行把,就是饮料到的时候给挤坏了，都撒了。没喝几口"
1,"快递员很好,又快又负责"
1,服务态度好，速度快，值得表扬
0,配料太多，味道一般
0,差，送餐很快，味道太难吃了
0,"换过两次套餐,都是17换16,前后2次,2块钱,都没退"
0,登了100多分钟，送餐用了2个小时
0,十点多就点菜也然并卵，十二点多才送到。好久没吃了印象中很软烂进味的手撕鸡干硬而且味道一般，因为时间久了还有点凉。可能是顾客多了不管是菜品质量还是送餐速度都下降了很多，残念，可能很久都不会再想吃了。
0,怎么这么难吃，也没个生产日期，都不知道是不是当天的
0,味道还行，就是配送太慢
1,花卷太好吃，每次都买很多。如果再增加一些粗粮就更好了。
0,我还以为是小块排骨，没想到都是肉末，看着就没胃口了。这是我对小渝府唯一一道不满意的菜！
0,照了照片发现没地方发，没发也好，太惨了，就不多说了，也没的说真是够了。
0,"送货时间比预计的40分钟晚了20分钟,1.3公里的路程,从下单到收到,共计一小时,咖啡也洒出来了,不知道该说什么,很想给差评！果断卸载百度外卖！"
1,这次很快，不错，赞了！
0,你们店赶紧关门整顿吧！有1公分长的蟑螂，真是对你们店无语！要不传照片上去看看！
1,"帅,够快,对我胃口"
0,太差了，尤其是送餐员态度！不会在来了，全各位慎重，态度也就不说了，里面的粥都撒了，我就呵呵了
0,送的很慢送来的时候凉了
1,确实很快，食物也不错，比吉野家便宜。好好好。
1,"很快很快,但是南瓜羹很难喝"
0,我点了加的东西？肥牛？里脊什么的，2块钱就一片？好吧，这也没啥，好歹你筷子得给我吧？
0,s送餐太慢
0,味道真的很一般
0,口味可以，量不大。鸡块一般
0,比别人先定的还比别人后到是什么原因
0,百度骑士很快，从取餐到送达15分钟，商家忘了配送鸭饼，派自己人送，从第一个电话到送达用时一小时二十分钟，期间通话五六次，送达时鸭饼已冰凉，鸭子当然也凉，很失败的晚餐，商家管理有待加强。
1,很好吃，方便
1,包装很好，味道也还可以，就是名字太俗
1,非常好吃，味道也很香，推荐！
0,送的饮料没有，说是下次补送，呵呵，谁知道你送不送
0,"一般般吧,好多肥肉的赶脚"
1,非常好，现在每天都喝，下午一杯柠檬绿茶提神醒脑
0,"点了宽粉,但是没放,点的饭里面没有米饭,另外加了六块"
0,速度不是一般的慢
0,送的太慢了，饭菜都凉了
0,菜很难吃！非常难吃，而且还特别咸，我是北方人都吃不下，以后不会再来了。唯一欣慰就是配送小哥还不错，态度很好。
1,味道还是可以哒，肘子好香，青椒的量也恰到好处。就是送餐太慢了，两个多小时才到。第一次来时我正在上课没有取到，送餐的叔叔下课后又来了，还给我换了热的肘子卷，态度好评。
1,送餐超级慢啊，味道很好
0,好小啊，味道也不是我喜欢的。
1,卷饼看着很小但是很占肚子很好吃
0,鸡肉卷饼挺好吃，肘子肉的不好吃，没有肘子就是小炖肉加青椒。木耳不太好吃，味道怪怪的。
1,不错，很好！！！
0,饭菜很可口，就是大拌菜很难吃，第一次送来时，大拌菜你什么都没有，然后送餐的又给送了一次调料，拌好以后特别难吃，调料里酱油太多了，根本没法吃。
1,很好吃，谢谢
1,菜味道不错哦！快递小哥也超赞，送货速度超快，态度超好，菜送过来时热腾腾的！
1,送餐速度超快，人长得也帅，很棒的服务！感谢让我这么晚还能吃上热的饭菜。
0,真的很慢。。。
0,凉皮没放盐，一点味道都没有，不满意的一次外卖
1,很酷的宇宙卷饼，包装高级，分量足
0,鸡块里一半是鸡脖子……
0,晚到15分钟，还少送了一个鸡腿。差！
1,早餐首选，快递小哥准时
0,还未送达，而且已经超时
1,好吃挺快的
1,粥特别实惠，还有卷饼
0,送的这么慢还请假啥。
1,送的有点晚，挺好吃
0,速度够慢的
1,好吃，肉很多，连续两天都吃这个
1,买少了。没吃够。下次多要点。送过来薄脆还是脆的
0,送餐太慢，没有给我打5折
0,"小两个小时送到,而且真的很难吃"
0,"特别油不好吃,基本没有牛肉,有几条肉丝,不超过3"
0,差评，真的不是想吐槽。我也是个差不多就行的人，不过这个也差太多了。订单100多分钟才送到，期间多次打电话催促回应也只是催单，这也就算了，说好的不要葱花香菜等100分钟送来的还是带的，而且送来以后煎饼都软了。我平时差不多的都是给满分，但今天这种情况真是得吐槽一下了。
0,现场吃的时候凉菜不写收费，等你拿了，告诉你收费！为什么不明码标价！
0,哥们，订好几次啦！越给越少，就一层底，店里面给的多，外卖为什么就量少？不公平，一样花钱...百度和店家沟通一下吧.太少了，塞牙缝....
1,非常快，态度好。
1,今天还是很快的。。。。
0,等了好久好久。。。。
1,"挺快的,为啥没有南瓜饼卖啊"
0,第一次见服务态度这么差的，点了一份套餐和一根烤肠，烤肠居然直接就没有送过来，送到的时候饭菜都凉了，也是我吃过的最难吃的梅菜扣肉，再也不订他家的了！！！
0,配送太太太慢了
0,适饭量小的
1,没我想象的大，只有一个卷好了的，差点不够吃！
1,送餐很快！服务不错！
0,送餐很快，点的意大利面，比较硬，味道一般。
0,这次有点小失望，奶茶弄到杯子外面了，希望下次注意！披萨还是热乎的！
1,谢谢百度骑士辛苦的送餐
0,青椒好生…送餐好慢…
0,今天外卖的速度真是大失所望！
0,差评差评，时间太长，时间将近2个小时
0,高峰期点菜，质量就差点。
1,红油抄手不错
0,自作孽不可活，说了以后再也不定这家，我就是手欠！
0,关东煮没有了，打来电话换了藕盒，很一般，怀疑藕盒不是和合谷家的
1,还不错的，很快。
1,量有点小，肉也不怎么好吃，主要是酱好
0,不如实体店的好吃
0,此次肉相对以前很少
0,菜的味道略怪，总觉得不新鲜
0,丸子特别多、几乎都是
0,吉吉熊从来都不看备注的，从来不给勺子，说了一万次要勺子一次都不给的，还让我凑合。一次不给勺子我凑合就算了，这已经是我第三次订餐写了要勺子不给勺子了！我的订单记录每次都写了要勺子从来都不看这是最后一次了，下次再不给勺我退订！我是忍不了了，谁爱忍谁忍去。
0,还可以不用优惠卷太贵了
0,口感真心一般，下次不买了
1,好吃！终于让我吃上了！
0,不到800米的距离，取餐到送到居然用了1个小时，面都坨成一坨了
0,点的茴香猪肉送成了白菜猪肉的
1,好吃，下次还会在吃的
1,配送师傅好和善！辛苦啦！
1,非常满意，感谢送货员和商家！
0,土豆都没熟！牛肉做的太老了～
1,凉面有些油
0,太差了，就不能在百度外卖定，一点信誉都没有，
0,奶盖红茶送成柠檬红茶，给你们打电话后说要给我回话然后等到现在也没有
0,居然没给我南瓜粥！居然我昨天忙工作，忘记自己点了南瓜粥！还我的6块钱！只给我拿了卷饼！
0,拌饭酱放的太多。难吃。建议这个酱可以做出小包装，客人自己加放。
0,我现在修改一下。就在下午6点8分，我接到了小鱼府客服的电话，她通知我因为今天已经下过一次单了，所以无法再次享受减免活动。在我做出取消订单的决定之后，她说了一句，好，那你今天别吃饭了。我几乎很少给差评。但是这件事不好意思，接下来我要向百度投诉。请小鱼府注意查收
1,"速度很快,味道很好,很赞"
0,送到速度慢，菜一般
1,送达晚了些，但是送了一瓶饮料，心情舒缓了些，好评
0,可能是因为远，汤都在盒子外面，鸡肉饭的味道一般
1,卷饼好大，味道还不错，吃着有点撑
1,菜肉馄饨和汤分别包装，这一点很赞！
1,"味道不错,配送速度比预计快"
0,小炒肉整成回锅肉~~~~~、
0,送过来我一看傻眼了，太次了，下次不要这家的了，整个糊弄人呢。
1,味道不错，口味偏甜
0,这次的凉了，很难吃，短期内不会再点
1,最爱阿田，很好吃！送的也很快！
1,口味还可以，肥牛入味还行
0,等待时间太长了，快70分钟，自己过去吃都回来了
1,本次订餐很愉快！
0,送餐晚了半个小时，也没报价。东西都洒了。
1,非常贴心，送餐四十分钟，小哥沟通四秒钟，飞一样的小哥。说还有好多没送。下次再定。
1,大热天的，谢谢配送小哥了
1,速度超快。服务好，超预期。
0,饿晕了，一小时四十分钟，这得屎嘛精神才能吃上这顿饭呀！！！！！
0,外卖员把汤全洒了，菜还是凉的！绝对差评
0,京酱肉丝咸的不能再咸
1,还不错，送的很及时，煎饼不错，豆腐脑能加个醋包，辣椒神马的就完美了
1,里面有蘑菇。总体不错啦
0,吃了拉肚子
1,还可以，家常味道。下饭
0,这次的不好吃，等了一个多小时，送货太忙慢！
1,送货的小哥服务超好的
0,"皮厚,菜少粥不满"
0,干啥玩意吃的！餐厅都找不到还出来送！都没取餐还显示取餐了！菜品一般
0,为什么没有辣椒
0,144分钟，足足两个多小时。木有筷子。不会再定。
1,送餐快递很给力，饭菜都热着呢，鲜肉小笼包和红烧肉都不错
0,点的卤肉饭和牛肉丸，都很好吃，可是没有勺子，我让开发票了，也没有给开发票，而且我是17:15下单，17:16商家确认订单，直到19:02还未送到，我电话查询后，告知说漏单了，我只是实话实说一下，没别的意思，在中关村这家吉吉熊订餐十多次了，这次是等最久的一次，但是可以被原谅，谁都有失误的时候。希望店家以后注意下，我以后还是会在你家订餐的，因为饭很好吃。
0,压根没送到，也是醉了，说好的饭呢
0,整整100分钟才送到。。。
1,感觉是秒到啊
1,南瓜粥一般，没有南瓜的香甜味道！
0,忘了配送卤蛋！
0,跟上次的不一样了
0,一个多小时送到！打开之后发现饭都是凉的！！！差到家了！
1,这个小炒肉不好吃，我吃过的他家最难吃的菜之一
1,"一般一般,面不是手工削的。不筋道"
0,"慢的可以,服务态度极差"
0,史上最难吃的卷饼啊！！！包装精美，但是卷饼本身做的太差了，口感、味道、馅料都不行的说。。
0,"一个半小时才到,太慢了"
0,第一，这个系统怎么回事？明明12:50才送到，下方黄字系统写的11:52到达。第二，这次包装很不妥，饮料把菜盒压扁，菜汤粘了饮料半罐，送的餐巾纸是用来擦这菜汤的吗？第三，米饭很一般。
0,从来没有评论过，实在忍不住，配送员那个脾气之差啊，让人感觉自己简直就是欠他巨款。点这么多外卖从来没遇见找不到地方的配送员，这位大哥找不到地方打电话问也就罢了，关键是整个人牛逼哄哄，一会儿嫌我说话快，一会儿又嫌我没说清楚。最后到了也是脾气巨差，一脸不耐烦。大热天的确实辛苦，但是正是因为大热天所以懒得出去才叫外卖啊，真不知道该怎么来抚慰这种配送员的心情，臭脸和语气堪比驾校教练。点餐的人受了这些气，饭菜怎么样还重要嘛。
0,韭菜的很好吃，其他的一般
0,"希望可以一对一配送,中间不要再配送了！送来的不是星冰乐！就是一杯抹茶水！！！"
0,虽然送晚了，但是商家的太度还是可以的
0,味道一般也就那样
0,送餐员服务到位！
0,最低两颗星，以后不会再点。
0,压根没送到，快递员为了降低送达时间，先点了送达。
1,"还行吧,，味道个人不是很喜欢，一般般吧"
0,为什么这次叫餐90分钟还没送到
1,送餐很快，而且百度的减8元很给力
0,"等了1个半小时左右才送到,五花肉味道一般,配菜是青辣椒"
0,炒饭很油腻。配送非常慢。
0,卷饼的菜和图片上差别太大了…半点黄瓜丝也没有，青椒丝就一根，剩下基本是土豆。淡而无味。再也不买了。
0,"真服了,送到冰凉不说饼都泡烂了,天天订餐第一次差评,还能再慢点吗"
1,非常的正宗，就是羊杂汤太咸啦
1,很好吃，很卫生，很满意！！！！！！！
0,点的星冰乐，来了变成星水乐了，在差几分钟超时赔付时才送到，这次真的太慢了
1,薯条很大很好吃！送餐快！
0,"说实话不怎么样啊,根本不够吃,还那么贵"
1,再送小哥超帅！！！！
0,我也是佩服的，米饭就一点点，价格还比别家贵，真是够了
0,不是特别好吃，全是肥肉
1,送餐不是一般的快，简直神速
0,11点订的，13到的。袋子还是湿的，不知道谁的饮料洒了。
0,红烧牛肉肉不多。都是青笋
0,送餐师傅也不容易可以体谅，不过这咖啡撒的也是可以的，白色的星巴克纸杯几乎都撒成咖啡色了，其他师傅送也没有出现这么严重的撒漏，只能是希望师傅以后路上小心一些，毕竟买的就是质量
1,还可以！非得写十个字吗？操蛋
0,完全送错，没有一个菜是一样的，我也真是服了。送餐员在还没有送到的情况下就确认完成，这都是怎么找的人啊
0,点了肘子拌饭和一份南瓜粥，送来时没有南瓜粥，打电话说给送过来，这都晚上了，还是没影，不给了就明说，不就6块钱吗
0,晚到一小时
1,味道很好！速度也够快！
0,说了不放辣，还是辣的
0,菜给的不多
0,能不能长点心啊我都写备注说请注意发票！！！！还是没给我开！！！！！！！！！！麻烦能看下你们的发票选项么，还有顾客留言备注么！！！！！！！！！！！！！！！！！！！
0,快递员不认识路，取餐后一个小时才送来
1,好吃，速度也很快！分量刚好
0,味道跟店里吃的完全不是一个样啊，送餐太慢，汤也凉了
0,"等了一个半小时,菜都是凉的！"
0,"我的粥怎么没送过来。,赠送的饮料也没有。没有就不要写在订单了！玩呢？"
0,服务态度实在是受不起，十点二十点的餐，一点整送到，点的河粉都成一坨了！而且第一次打电话给商家，世纪就隔了一条马路的距离，店家居然告诉说你们那么远？！然后名正言顺的在点完餐2个半小时才到。更搞笑的是后来多次打电话居然根本全部打不通，你tn是屏蔽我了是吗！由于送餐的绝对及时，是在临上课前两分钟到的，于是，我们很愉快的中午定了份晚上的外卖！！要不是评等级最低给一星，我真是一个星都不想给！中午简直是气饱的。
0,好慢...吃得还不错
0,"一会给送,一会不给送,脑子有病？"
0,金枪鱼送来都变形了！
0,"两个小时才送到,送餐态度还特别差"
0,店方不看菜单要求
1,外送员非常迅速呀，态度也好，菜也好吃，好评！
0,"豆腐脑都成果冻了,没吃全扔了"
1,配送很快！点赞，凑够十个字
0,2点才送来！！
1,速度还可以，味道好
0,无敌慢！！！！！！！昨天2小时，今天依旧2个半小时都，居然还没送到
1,"味道一如既往的好,就是粥碗变小了,米也少了说好11:15送达,结果12:30左右才收到"
0,差评！！！！！一个多小时餐都送不到
0,稍微有点儿腻，要是再多些菜就好了，不过总体还是很好吃的。
0,两串红柳，三串肉筋加起来就那么一丁点…呵呵了就…烤串外卖就只能看店家良心了…
1,"给男朋友订的,份量超足,味道超棒"
0,量够，味道还行，包装不错
0,饼有点硬，个人口味吧，我不喜欢
0,根本就没收到，为什么显示已派送订货单完成？？？人呢？？
